keyword;page;sku_name;price;sold;gmv_estimation
Matoa;5;bibit buah matoa papua super genjah(beli 5 gratis 1);7000;0;0
Matoa;5;🔅 Buah Matoa Papua Segar Manis Fresh;32000;0;0
Matoa;5;Terlaris Bibit Matoa Jumbo Super Unggul Cepat Berbuah;14000;0;0
Matoa;5;Miliki Bibit Matoa Merah 1,5M;315000;0;0
Matoa;5;New Bibit Matoa Merah 1,5M Top Quality;360000;0;0
Matoa;5;Pometia Pinnata | Pohon Buah Matoa Island Lychee | Tambulapot Bonsai;95000;0;0
Matoa;5;buah matoa 1 kg segar dari papua;55000;0;0
Matoa;5;Terjangkau Bibit Pohon Matoa(2Meter )Siap Berbuah;630000;0;0
Matoa;5;Buah Matoa 500gr;55900;0;0
Matoa;5;Bibit tanaman buah matoa;35000;3;105000
Matoa;5;TERBAIK POOLLL Terlaris Bibit matoa mentoa rasa durian rambutan FRESS;15000;0;0
Matoa;5;bibit buah matoa unggul berkualitas;33000;1;33000
Matoa;5;BARANG TERLARIS BIBIT MATOA MERAH 1,5M READYY;280000;0;0
Matoa;5;HARGA DI BANTING Terlaris KWALITAS TERBAIK Bibit Tanaman Buah Matoa;21000;0;0
Matoa;5;Buah Matoa Madu | Matoa Madu Manis 500 Grm;55800;3;167400
Matoa;5;PROMO tanaman buah matoa cepat berbuah terbaru;220000;0;0
Matoa;5;alat pembungkus brongsong buah matoa kelengkeng kotbya 7351qf;34000;0;0
Matoa;5;Bibit Tanaman Buah Matoa Kelapa Unggul Agro Wisatani EE20;29000;0;0
Matoa;5;Bibit Pohon Matoa - Tanaman Buah Matoa Island Lychee Mirip Leci EE15;20000;0;0
Matoa;5;Bibit Tanaman Buah Matoa;42500;21;892500
Matoa;5;👍 Buah Matoa Papua Segar Manis Fresh;32000;0;0
Matoa;5;DURIAN PAPI MONTHONG CREAMY;138000;100;13800000
Matoa;5;TERMURAH - KING FRUIT Durian Super Montong Premium Durian 500 gram;115000;1000;115000000
Matoa;5;Durian Lokal Frozen;78000;0;0
Matoa;5;Durian Lokal Nusantara Super Premium - Frozen;90000;8;720000
Matoa;5;Buah kelapa kopyor genjah segar murah langsung dari pohon sendiri;35000;100;3500000
konichiwa;1;DRESS ANAK KONICHIWA EBV Baju Dress Anak Perempuan Import - Grey, M;114400;2;228800
konichiwa;1;Sandal konichiwa;65000;60;3900000
konichiwa;1;Sprei Anak Beverly 120x200 100x200 90x200 Hello Kitty Konichiwa;112500;3;337500
konichiwa;1;Kaos Tulisan Jepang - KONICHIWA - Baju Kaos Distro Pria Murah - FPC ID;34500;26;897000
konichiwa;1;[EP] Yuki Saito - Kanashimi yo Konichiwa (Maison Ikkoku);140000;0;0
konichiwa;1;KONICHIWA Sandal Jepit Dewasa Series 5;123000;0;0
konichiwa;1;KONICHIWA - Sarung Tangan Latex/Lateks | Gloves Isi 100;36500;0;0
konichiwa;1;konichiwa eyewear frame kacamata pure asetat 72011 kacamata cateye;115000;0;0
konichiwa;1;Diskon Harga Buku Travelling / Konichiwa Japan! / Buku Tentang Jepang;91800;0;0
konichiwa;1;[LP] Ito Tsukasa - Sayonara, Konichiwa (Yume Miru Season) Vinyl PH;260000;0;0
konichiwa;1;Little Fresco - Kaos Anak Tee Sushi Favorite Khaki - size 3;63600;0;0
konichiwa;1;T-Shirt Karakter Korean Cute / Kaos Distro Anak - Koya, S ( 1-2 Thn );37500;0;0
konichiwa;1;seventeen topokki;50000;0;0
konichiwa;1;POP IT JUMBO XL BUTTERFLY / popit tiktok viral kado;79000;40;3160000
konichiwa;1;POP IT JUMBO XXXL RAINBOW BIG BOW / popit tiktok pita viral hadiah;139000;3;417000
konichiwa;1;Buku Travelling / Konichiwa Japan! / Buku tentang Jepang / Buku Travel;31900;10;319000
konichiwa;1;KONICHIWA Jepit Sandal Dewasa 5 Series;182000;0;0
konichiwa;1;Promo Sandal Konichiwa Abstract Pop - Navy Blue - Women Murah;192400;0;0
konichiwa;1;Penghapus lucu smiggle konichiwa eraser set;70000;0;0
konichiwa;1;konichiwa eyewear frame kacamata pure asetat 72006 kacamata cateye;120000;0;0
konichiwa;1;sandal anak no 6 konichiwa;105000;0;0
konichiwa;1;Sandal konichiwa (=);84000;0;0
konichiwa;1;SANDAL ANAK KONICHIWA UNISEX KIDS;70000;0;0
konichiwa;1;Konichiwa Nihongo Jilid 1 untuk Siswa SMA Kelas X;80000;0;0
konichiwa;1;Buku Travelling / Konichiwa Japan!;52200;0;0
konichiwa;1;Khusus Buku Travelling / Konichiwa Japan! / Buku Tentang Jepang / Buku;87465;0;0
konichiwa;1;Kaos japan jepang konichiwa salur garis cowok distro pria;45000;0;0
konichiwa;1;KAOS DISTRO KONICHIWA TULISAN JEPANG;35999;0;0
konichiwa;1;Buku Traveling : Konichiwa Japan!;58000;5;290000
konichiwa;1;Obral Buku Travelling / Konichiwa Japan! / Buku Tentang Jepang / Buku;89760;0;0
konichiwa;1;BAJU KAOS KONICHIWA TULISAN JEPANG T-SHIRT;49999;1;49999
konichiwa;1;SPREI SET KATUN STAR MOTIF KONICHIWA UKURAN 90 sd 200;115000;0;0
konichiwa;1;BEDCOVER SET KATUN STAR MOTIF KONICHIWA UKURAN 140 sd 200;455000;0;0
konichiwa;1;BEDCOVER SET KATUN STAR MOTIF KONICHIWA UKURAN 90 sd 120;340000;0;0
konichiwa;1;Promo Sarung Tangan Latex non Powder merk Konichiwa ukuran L Limited;89000;0;0
konichiwa;1;Jual SANDAL ANAK KONICHIWA UNISEX KIDS Murah;107500;0;0
konichiwa;1;Perempuan Anak bayi bayi Bayi KONICHIWA Anak Import Dress heybaby Gaun;135000;0;0
konichiwa;1;Frame kacamata minus bulat konichiwa + lensa antiradiasi;99000;0;0
konichiwa;1;Frame kacamata bulat konichiwa;59000;0;0
konichiwa;1;Terapik heybaby DRESS KONICHIWA EBV Baju Dress Anak Perempuan Import;85000;0;0
konichiwa;1;Colourpop X hello kitty lipstick (konichiwa);100000;0;0
konichiwa;1;Bedcover Set Anti Geser Motif HK KONICHIWA UK 120X200-200X200;350000;1;350000
konichiwa;1;Bantal Terapi Sakura / Konichiwa Bantal Panas Belt + Magnet Tipis;201000;0;0
konichiwa;1;Bedcover Set Beverly 120x200 90x200 100x200 Hello Kitty Konichiwa;365000;0;0
konichiwa;1;Sprei Anak Katun Lokal 120x200 9x200 100x200 Hello Kitty Konichiwa;180000;0;0
konichiwa;1;Buku Travelling : KONICHIWA JAPAN! - Buku tentang Jepang;84000;0;0
konichiwa;1;SPREI SET KATUN PREMIUM BEVERLY HK KONICHIWA MERAH;120000;0;0
konichiwa;1;SPREI SET KATUN PREMIUM BEVERLY HK KONICHIWA PINK;120000;0;0
konichiwa;1;BEDCOVER + SPREI SET KATUN PREMIUM BEVERLY HK KONICHIWA MERAH;365000;0;0
konichiwa;1;HappyOliver KONICHIWA Import Anak Dress Baju DRESS EBV Perempuan;134000;0;0
konichiwa;1;Konichiwa 65ml Parfum Dokyo J15 Pheromone 100% Original Jepang;260000;5;1300000
konichiwa;1;heybaby DRESS KONICHIWA EBV Baju Dress Anak Perempuan Import Dress;86000;0;0
konichiwa;1;Konichiwa jacket jeans;155000;0;0
konichiwa;1;PROMO SANDAL KONICHIWA BERKUALITAS;207000;0;0
konichiwa;1;HappyOliver DRESS KONICHIWA EBV Baju Dress Anak Perempuan Import;142000;0;0
konichiwa;1;MYS243- HappyOliver DRESS KONICHIWA EBV Baju Dress Anak Perempuan Impo;918000;0;0
konichiwa;1;Paket lensa minus - frame kacamata pria wanita konichiwa Ready;139000;0;0
konichiwa;1;heybaby DRESS KONICHIWA EBV Baju Dress Anak Perempuan Import Dress;1049000;0;0
konichiwa;1;VQ325 kaos distro pria konichiwa allsize ld98cm cotton 30s;83900;0;0
konichiwa;1;FYN244- HappyOliver DRESS KONICHIWA EBV Baju Dress Anak Perempuan Impo;918000;0;0
konichiwa;1;Sprei Bedcover Katun Star HK konichiwa r uk 200|180|160|140|120|100|90;360000;0;0
konichiwa;1;PROMO Buku Travelling / Konichiwa Japan! / Buku tentang Jepang / Buku;66000;0;0
konichiwa;1;HappyOliver DRESS KONICHIWA EBV Baju Dress Anak Perempuan Import;144000;0;0
konichiwa;1;Paket lensa minus - frame kacamata pria wanita konichiwa;166000;0;0
konichiwa;1;cetak dus konichiwa;2875000;0;0
konichiwa;1;Produk heybaby DRESS KONICHIWA EBV Baju Dress Anak Perempuan Import;1166000;0;0
konichiwa;2;DRESS ANAK KONICHIWA EBV Baju Dress Anak Perempuan Import - Grey, M;114400;2;228800
konichiwa;2;Hosomen ramen kecil;30000;3000;90000000
konichiwa;2;MAITATOS BT21 PASTI RAME - RASA KOREAN BARBEQUE ISI 4;26700;14;373800
konichiwa;2;seventeen topokki;50000;0;0
konichiwa;2;POP IT XXXL PASTEL STRAWBERRY PREMIUM / rainbow popit tiktok bubble;169000;21;3549000
konichiwa;2;HappyOliver DRESS KONICHIWA EBV Baju Dress Anak Perempuan Import;116000;0;0
konichiwa;2;MYS243- heybaby DRESS KONICHIWA EBV Baju Dress Anak Perempuan Import a;925000;0;0
konichiwa;2;HappyOliver DRESS KONICHIWA EBV Baju Dress Anak Perempuan Import;152000;0;0
konichiwa;2;Sprei Anak Motif Konichiwa By Katun Star, Seprei Katun Lokal;366000;0;0
konichiwa;2;Sandal konichiwa 👚;85000;0;0
konichiwa;2;POP IT JUMBO XL BUTTERFLY / popit tiktok viral kado;79000;40;3160000
konichiwa;2;POP IT JUMBO XXXL RAINBOW BIG BOW / popit tiktok pita viral hadiah;139000;3;417000
konichiwa;2;Littleaaron Dress Konichiwa Ebv Baju Dress Anak Perempuan Import;107000;0;0
konichiwa;2;Buku Traveling : Konichiwa Japan!;123000;0;0
konichiwa;2;Konichiwa Japan!;31900;0;0
konichiwa;2;BEDCOVER + SPREI SET KATUN PREMIUM BEVERLY HK KONICHIWA PINK;365000;0;0
konichiwa;2;Heybaby-Dress Konichiwa Ebv Baju Dress Anak Perempuan Import Dress;992000;0;0
konichiwa;2;FYN244- heybaby DRESS KONICHIWA EBV Baju Dress Anak Perempuan Import a;925000;0;0
konichiwa;2;Travelling Buku Buku tentang Travelling Jepang Japan Konichiwa Buku Je;71000;0;0
konichiwa;2;Happyoliver Dress Konichiwa Ebv Baju Dress Anak Perempuan Import Best;979000;0;0
konichiwa;2;Smiggle Ori A5 Pencil Case Konichiwa;175000;0;0
konichiwa;2;Bedcover Set Katun Lokal 120x200 100x200 90x200 Hello Kitty Konichiwa;365000;0;0
konichiwa;2;SPREI KONICHIWA;140000;2;280000
konichiwa;2;Seprei Set Anti Geser Motif HK KONICHIWA UK 120X200-200X200;120000;0;0
konichiwa;2;Bedcover Set Katun Lokal 120x200 90x200 100x200 Hello Kitty Konichiwa;365000;0;0
konichiwa;2;Bedcover Set Beverly 100x200 120x200 90x200 Hello Kitty Konichiwa;365000;0;0
konichiwa;2;Sprei Anak Katun Lokal 120x200 100x200 90x200 Hello Kitty Konichiwa;180000;0;0
konichiwa;2;Sprei set katun Star HK konichiwa p uk 200|180|160|140|120|100|90;125000;0;0
konichiwa;2;Sprei Bedcover Katun Star HK konichiwa p uk 200|180|160|140|120|100|90;360000;0;0
konichiwa;2;Sprei set katun Star HK konichiwa r uk 200|180|160|140|120|100|90;125000;0;0
konichiwa;2;Sprei Anak Beverly 120x200 90x200 100x200 Hello Kitty Konichiwa;112500;0;0
konichiwa;2;pesanan khusus konichiwa bdg;523312;0;0
konichiwa;2;Konichiwa Salad Wrap;78000;0;0
konichiwa;2;DRESS KONICHIWA Baju Dress Anak Perempuan Dress anak bayi Perempuan;110752;0;0
konichiwa;2;[Dijual] Sakura / Konichiwa Bantal Panas Belt + Magnet Tipis;198000;0;0
konichiwa;2;Konichiwa Salad Bowl;78000;0;0
konichiwa;2;Buku Travelling / Konichiwa Japan! / Buku tentang Jepang / Buku Travel;40600;0;0
konichiwa;2;Sprei Set Katun Star HK konichiwa uk 200|180|160|140|120|100|90;125000;0;0
konichiwa;2;Sprei Bedcover Set Katun Star konichiwa p uk200|180|160|140|120|100|90;355000;0;0
konichiwa;2;Sprei Set Katun Star konichiwa p uk 200|180|160|140|120|100|90;125000;0;0
konichiwa;2;FER223- heybaby DRESS KONICHIWA EBV Baju Dress Anak Perempuan Import a;932000;0;0
konichiwa;2;Handskun Konichiwa Latex Free Powder;45000;2;90000
konichiwa;2;SUNSHINE FRAME KACAMATA BULAT KONICHIWA TERMURAH SEINDONESIA;307000;0;0
konichiwa;2;BUKU MOTIVASI : KONICHIWA JAPAN!;84800;0;0
konichiwa;2;BUKU MOTIVASI : KONICHIWA JAPAN!;99000;0;0
konichiwa;2;Soraya Bedsheet Set Bedcover Single Katun Gold Motif Konichiwa;793000;0;0
konichiwa;2;FER223- HappyOliver DRESS KONICHIWA EBV Baju Dress Anak Perempuan Impo;952000;0;0
konichiwa;2;sprei & bedcover katun beverly collection motif HK konichiwa 2 warna ;260000;0;0
konichiwa;2;TERBUKTI Kemeja Katun Konichiwa BYR;122000;0;0
konichiwa;2;HappyOliver DRESS KONICHIWA EBV Baju Dress Anak Perempuan Import;103400;0;0
konichiwa;2;Konichiwa 65ml Parfum Dokyo J15 Pheromone 100 Original Jepang;374400;0;0
konichiwa;2;KAOS WANITA ATASAN WANITA DISTRO GREENLIGHT KAOS KONICHIWA GREENLIGHT;64900;0;0
konichiwa;2;Menarik Paket lensa minus - frame kacamata pria wanita konichiwa;163500;0;0
konichiwa;2;Menarik Paket lensa minus - frame kacamata pria wanita konichiwa;163500;0;0
konichiwa;2;BEDCOVER SET KATUN BEVERLY MOTIF HK KONICHIWA RED;884000;0;0
konichiwa;2;Soraya Bedsheet Set Bedcover Single Katun Gold Motif Konichiwa Murah;793000;0;0
konichiwa;2;SEPATU CORVALUE FOOTWEAR - Sepatu Sneakers Casual Konichiwa Full White;210000;0;0
konichiwa;2;Buku Traveling : Konichiwa Japan!;81900;0;0
konichiwa;2;Buku Traveling - Konichiwa Japan Travel Food Culture Life;96000;0;0
konichiwa;2;Baju Kodok Piteku Panjang seri konichiwa;68000;0;0
konichiwa;2;Baju kodok pendek Piteku konichiwa;57000;0;0
konichiwa;2;Buku Travelling : KONICHIWA JAPAN! - Buku tentang Jepang;81900;0;0
konichiwa;2;Sepatu Corvalue Footwear - Sneakers Kasual Pria Wanita Konichiwa Fulwh;361000;0;0
konichiwa;2;K✉4X DRESS ANAK KONICHIWA EBV BAJU DRESS ANAK PEREMPUAN T L㊚R6;146000;0;0
konichiwa;2;DRESS KONICHIWA Baju Dress Anak Perempuan Import;85900;0;0
konichiwa;2;Buku Traveling : Konichiwa Japan! : Buku Tentang Jepang;84800;0;0
konichiwa;2;DRESS ANAK KONICHIWA EBV Baju Dress Anak Perempuan Import;114400;2;228800
konichiwa;3;DRESS ANAK KONICHIWA EBV Baju Dress Anak Perempuan Import - Grey, M;114400;2;228800
konichiwa;3;Little Fresco - Kaos Anak Tee Sushi Favorite Khaki - size 3;63600;0;0
konichiwa;3;T-Shirt Karakter Korean Cute / Kaos Distro Anak - Koya, S ( 1-2 Thn );37500;0;0
konichiwa;3;seventeen topokki;50000;0;0
konichiwa;3;POP IT JUMBO XL BUTTERFLY / popit tiktok viral kado;79000;40;3160000
konichiwa;3;- BUKU REFERENSI : Konichiwa Japan!;66100;0;0
konichiwa;3;PROMO SANDAL KONICHIWA BERKUALITAS;272500;0;0
konichiwa;3;HappyOliver DRESS KONICHIWA EBV Baju Dress Anak Perempuan Import 🤞;80000;0;0
konichiwa;3;"Frame kacamata baca minus plus
Konichiwa";90000;0;0
konichiwa;3;BEDCOVER + SPREI SET KATUN PREMIUM BEVERLY HK KONICHIWA RED;365000;0;0
konichiwa;3;POP IT JUMBO XXXL RAINBOW BIG BOW / popit tiktok pita viral hadiah;139000;3;417000
konichiwa;3;HappyOliver DRESS KONICHIWA EBV Baju Dress Anak Perempuan Import;108000;0;0
konichiwa;3;ASLI BUKU MOTIVASI : KONICHIWA JAPAN! READY STOCK;90000;0;0
konichiwa;3;SPREI SET KATUN PREMIUM BEVERLY HK KONICHIWA PINK;120000;0;0
konichiwa;3;Buku Motivasi : Konichiwa Japan!;95000;0;0
konichiwa;3;Sprei Katun Lokal Motif HK Konichiwa By Bahan Katun Beverly,Sprei;342000;0;0
konichiwa;3;BEDCOVER + SPREI SET KATUN PREMIUM BEVERLY HK KONICHIWA PINK;365000;0;0
konichiwa;3;Frame kacamata minus bulat konichiwa + lensa antiradiasi;99000;0;0
konichiwa;3;Konichiwa Japan!;41000;0;0
konichiwa;3;heybaby DRESS KONICHIWA EBV Baju Dress Anak Perempuan Import Dress;86000;0;0
konichiwa;3;Produk Terbatas Happyoliver Dress Konichiwa Ebv Baju Dress Anak;992000;0;0
konichiwa;3;Hoodie anak perempuan motif kawai lucu cute konichiwa jaket cewek;26000;0;0
konichiwa;3;Heybaby Dress Konichiwa Ebv Baju Dress Anak Perempuan Import Dress;100018;0;0
konichiwa;3;Promo / Buku Sejarah / Buku Travelling / Buku Jepang : Konichiwa;90000;0;0
konichiwa;3;heybaby DRESS KONICHIWA EBV Baju Dress Anak Perempuan Import Dress;1010000;0;0
konichiwa;3;Terbaru Heybaby Dress Konichiwa Ebv Baju Dress Anak Perempuan Import;1193000;0;0
konichiwa;3;Buku Traveling : Konichiwa Japan!;90000;0;0
konichiwa;3;- terlaris // heybaby-dress konichiwa ebv baju dress anak perempuan;121000;0;0
konichiwa;3;PROMO' Buku Travelling / Konichiwa Japan! / Buku tentang Jepang /;41000;0;0
konichiwa;3;Buku Travelling / Konichiwa Japan! / Buku Tentang Jepang / Buku;121000;0;0
konichiwa;3;BUKU MOTIVASI : KONICHIWA JAPAN!;100000;0;0
konichiwa;3;Buku Konichiwa Japan! (Cklik Media - 2020);58000;0;0
konichiwa;3;Handskun / Konichiwa / Powder / Uk L;50000;0;0
konichiwa;3;Sprei Konichiwa;517000;0;0
konichiwa;3;Baju Kodok Pendek Konichiwa;113000;0;0
konichiwa;3;Kemeja Katun Konichiwa;142000;0;0
konichiwa;3;Sprei Set Katun Lokal Homemade Motif HK Konichiwa;115000;0;0
konichiwa;3;Setelan anak Konichiwa Ryucho;95000;0;0
konichiwa;3;Handskun Latex / Konichiwa / Free Powder / Uk S;45000;0;0
konichiwa;3;HappyOliver DRESS KONICHIWA EBV Baju Dress Anak Perempuan Import;149000;0;0
konichiwa;3;Handuk Mandi Konichiwa Corak;39000;0;0
konichiwa;3;Smiggle Konichiwa Eraser Set Penghapus Cantik Lucu Karakter Jepang;50000;0;0
konichiwa;3;Handskun / Konichiwa / Powder / Uk M;50000;0;0
konichiwa;3;Sprei Katun Lokal Motif HK Konichiwa By Bahan Katun Beverly,Sprei;322000;0;0
konichiwa;3;I➸EC DRESS ANAK KONICHIWA EBV BAJU DRESS ANAK PEREMPUAN T K✉49;195000;0;0
konichiwa;3;Handskun / Konichiwa / Powder / Uk S;50000;0;0
konichiwa;3;promo Buku Traveling : Konichiwa Japan! : Buku Tentang Jepang ready;74000;0;0
konichiwa;3;BUKU TRAVELLING / KONICHIWA JAPAN! / BUKU TENTANG JEPANG / BUKU;72000;0;0
konichiwa;3;Buku Travelling / Konichiwa Japan! / Buku tentang Jepang / Buku;71000;0;0
konichiwa;3;Handskun Latex / Konichiwa / Free Powder / Uk. L;45000;0;0
konichiwa;3;- terlaris- heybaby-dress konichiwa ebv baju dress anak perempuan;118000;0;0
konichiwa;3;Glove Merk Konichiwa Non Powder;52000;0;0
konichiwa;3;Sprei Anak Motif Konichiwa By Katun Star,Seprei Katun Lokal;181000;0;0
konichiwa;3;mochi kacang konichiwa;20000;0;0
konichiwa;3;dress anak perempuan KONICHIWA baju anak perempuan pakaian anak IMPORT;90150;0;0
konichiwa;3;baju anak perempuan import DRESS KONICHIWA;83500;0;0
konichiwa;3;Konichiwa Latex Non Steril Powder Free size M;48000;0;0
konichiwa;3;DRESS ANAK KONICHIWA EBV Baju Dress Anak Perempuan Import;114400;0;0
konichiwa;3;Kemeja Blouse Konichiwa Korea Wanita Kantor;104599;0;0
konichiwa;3;Ritter Sport Konichiwa;132000;0;0
konichiwa;3;Dress Konichiwa Ebv Baju Dress Anak Perempuan Import Dress Anak;93000;0;0
konichiwa;3;Konichiwa Eraser set;80000;0;0
konichiwa;3;SARUNG TANGAN KONICHIWA LPF;35000;0;0
konichiwa;3;SARUNG TANGAN KONICHIWA LPS;30000;0;0
